snapshot_date,ticker,name,market,scope_bucket,latest_revenue_year_month,revenue_stability_score,revenue_stability_percentile_vs_primary80,revenue_lumpiness_score,revenue_lumpiness_percentile_vs_primary80,project_revenue_business_model_proxy,contract_project_keyword_proxy,revenue_lumpiness_business_risk_label,long_revenue_stability_context,project_risk_review_flag,project_risk_report_text,proxy_source_quality,proxy_confidence_level,matched_keywords,keyword_source_status,keyword_source,keyword_evidence_text,hygiene_warning_text_for_report,integration_policy,layer_destination,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2026-06-29,2886,兆豐金,TWSE,latest_layer4_primary80,2026-05,0.6854067503630026,0.7375,0.0920849661430184,0.375,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6175,立敦,TPEx,latest_layer4_primary80,2026-05,0.6033001632543965,0.225,0.0918083764362488,0.3625,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6548,長科*,TPEx,latest_layer4_primary80,2026-05,0.6500898282589296,0.475,0.0913838011243059,0.35,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,5880,合庫金,TWSE,latest_layer4_primary80,2026-05,0.672039258242823,0.65,0.0904527866567612,0.3375,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,5425,台半,TPEx,latest_layer4_primary80,2026-05,0.6354510003409196,0.35,0.0900608253943435,0.325,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2369,菱生,TWSE,latest_layer4_primary80,2026-05,0.6771729148009137,0.6625,0.0898710857710513,0.3125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2801,彰銀,TWSE,latest_layer4_primary80,2026-05,0.6802071709396654,0.7,0.0872187132445976,0.3,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2892,第一金,TWSE,latest_layer4_primary80,2026-05,0.6692938346790316,0.6375,0.0854652053269756,0.2875,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,4904,遠傳,TWSE,latest_layer4_primary80,2026-05,0.659215468833026,0.5625,0.0854474789398864,0.275,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3042,晶技,TWSE,latest_layer4_primary80,2026-05,0.6057100157303522,0.2375,0.0845822642987332,0.2625,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2834,臺企銀,TWSE,latest_layer4_primary80,2026-05,0.6410213442389973,0.4,0.0845750652114105,0.25,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,8261,富鼎,TWSE,latest_layer4_primary80,2026-05,0.5804511224980221,0.175,0.0839757977279849,0.2375,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6239,力成,TWSE,latest_layer4_primary80,2026-05,0.6782678951784621,0.675,0.0834438059208766,0.225,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,1513,中興電,TWSE,latest_layer4_primary80,2026-05,0.6660761396200345,0.6,0.0834359960822185,0.2125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2484,希華,TWSE,latest_layer4_primary80,2026-05,0.5718598458173562,0.1375,0.0832348025535998,0.2,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,1605,華新,TWSE,latest_layer4_primary80,2026-05,0.5644846516231902,0.1125,0.0830700806278804,0.1875,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3711,日月光投控,TWSE,latest_layer4_primary80,2026-05,0.6471100820756837,0.4375,0.0823771100751666,0.175,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,3481,群創,TWSE,latest_layer4_primary80,2026-05,0.6433115672218348,0.4125,0.0819574659214784,0.1625,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2610,華航,TWSE,latest_layer4_primary80,2026-05,0.6670486211812654,0.6125,0.0805694118285319,0.15,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2412,中華電,TWSE,latest_layer4_primary80,2026-05,0.6355626322077942,0.3625,0.0800852664791619,0.1375,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2481,強茂,TWSE,latest_layer4_primary80,2026-05,0.6322290210173092,0.325,0.0796100166062704,0.125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6182,合晶,TPEx,latest_layer4_primary80,2026-05,0.6173938880200589,0.2875,0.0789118695610861,0.1125,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,1216,統一,TWSE,latest_layer4_primary80,2026-05,0.6401887402085296,0.3875,0.0784229140808991,0.1,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,5483,中美晶,TPEx,latest_layer4_primary80,2026-05,0.599208761678471,0.2,0.0778652291056048,0.0875,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2618,長榮航,TWSE,latest_layer4_primary80,2026-05,0.6806130454159567,0.7125,0.0776758197779045,0.075,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,1504,東元,TWSE,latest_layer4_primary80,2026-05,0.6463907495419259,0.425,0.0769448465905561,0.0625,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2303,聯電,TWSE,latest_layer4_primary80,2026-05,0.6135710160004861,0.2625,0.0732243857585236,0.05,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,1402,遠東新,TWSE,latest_layer4_primary80,2026-05,0.598212983192689,0.1875,0.071757979978756,0.0375,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,6271,同欣電,TWSE,latest_layer4_primary80,2026-05,0.5779567263888628,0.1625,0.0695130238740851,0.025,False,False,low_lumpiness_or_stable,long_revenue_stability_low_or_bottom_percentile,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
2026-06-29,2912,統一超,TWSE,latest_layer4_primary80,2026-05,0.6542474405733802,0.5125,0.0676043458914405,0.0125,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,False,未觸發 project-based business-model proxy；仍非正式商業模式判定。,monthly_shape_only_no_business_text_source,low,,blocked_no_bounded_company_text_source,,,長期營收 hygiene 未觸發主要警示,soft_review_flag_only_no_hard_exclude,Layer1_quality_context_and_Layer4_risk_context,True,False,False,False,False,False,False,False,True,False
